,Performance,Duels aériens,,Clt,Joueur,Nation,Pos,Équipe,Âge,Naissance,90,CJ,CR,2CrtJ,Fte,Ftp,HJ,Ctr,Int,TclR,Préussi,Pcon,CSC,Récupération,Gagnés,Perdus,% gagnés,Matchs
Gabriel Gudmundsson,se SWE,DF,Lille,25-252,1999,11.7,1,0,0,19,23,4,33,8,15,0,0,0,42,9,4,69.2,Matchs
Axel Gueguin,fr FRA,AT,Montpellier,19-288,2005,0.3,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,,Matchs
Evann Guessand,ci CIV,AT,MT,Nice,23-189,2001,15.4,1,0,0,22,34,7,14,6,12,0,0,0,48,15,24,38.5,Matchs
Bahereba Guirassy,fr FRA,AT,MT,Nantes,18-130,2006,1.2,0,0,0,1,1,0,2,0,2,0,0,0,12,4,4,50.0,Matchs
Massadio Haïdara,ml MLI,DF,Brest,32-035,1992,7.2,3,1,1,8,14,0,24,11,4,1,0,0,28,8,3,72.7,Matchs
Achraf Hakimi,ma MAR,DF,Paris S-G,26-063,1998,13.4,2,0,0,7,14,6,54,19,25,0,0,0,80,6,8,42.9,Matchs
Florent Hanin,dz ALG,DF,Angers,34-337,1990,12.7,1,0,0,5,18,0,49,22,24,0,0,0,62,9,17,34.6,Matchs
Amine Harit,ma MAR,MT,Marseille,27-202,1997,5.2,0,1,0,5,12,0,6,3,6,1,0,0,20,1,4,20.0,Matchs
Hans Hateboer,nl NED,DF,Rennes,30-363,1994,11.3,1,0,0,13,7,1,25,16,11,0,0,0,40,20,13,60.6,Matchs
Luis Henrique,br BRA,AT,DF,Marseille,23-023,2001,13.6,0,0,0,5,4,6,29,5,5,0,0,0,51,0,0,,Matchs
Lucas Hernández,fr FRA,DF,Paris S-G,28-327,1996,0.6,0,0,0,1,1,0,0,1,1,0,0,0,2,2,1,66.7,Matchs
Ki-Jana Hoever,nl NED,DF,Auxerre,22-354,2002,11.3,2,1,1,14,5,0,38,11,19,0,0,0,39,15,11,57.7,Matchs
Cédric Hountondji,bj BEN,DF,Angers,30-353,1994,3.0,0,0,0,2,1,0,0,4,4,0,0,0,9,5,3,62.5,Matchs
Ilyes Housni,fr FRA,AT,Le Havre,19-237,2005,2.2,0,0,0,4,4,1,2,1,4,0,0,0,6,0,4,0.0,Matchs
Pierre Højbjerg,dk DEN,MT,Marseille,29-154,1995,14.9,3,0,0,13,19,0,4,22,26,0,0,0,95,10,8,55.6,Matchs
George Ilenikhena,fr FRA,AT,Monaco,18-143,2006,6.1,0,0,0,10,8,9,0,1,1,0,0,0,8,13,14,48.1,Matchs
Rareş Ilie,ro ROU,MT,Nice,21-262,2003,0.1,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,,Matchs
Ismaily,br BRA,DF,Lille,34-361,1990,1.1,1,0,0,1,2,0,3,1,0,0,0,0,9,2,0,100.0,Matchs
Yanis Issoufou,fr FRA,MT,AT,Montpellier,18-070,2006,0.9,0,0,0,1,0,0,3,0,4,0,0,0,3,0,1,0.0,Matchs
Junya Ito,jp JPN,AT,Reims,31-303,1993,15.6,0,0,0,8,18,6,137,6,15,0,0,0,69,12,11,52.2,Matchs
Ismail Jakobs,sn SEN,DF,Monaco,25-142,1999,2.0,0,0,0,1,3,0,14,2,5,0,0,0,5,1,6,14.3,Matchs

Jordan James,wls WAL,MT,Rennes,20-188,2004,4.4,2,0,0,10,6,0,3,7,4,0,0,0,22,3,0,100.0,Matchs
Karl-Johan Johnsson,se SWE,GB,Strasbourg,34-344,1990,3.0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,100.0,Matchs
Paul Joly,fr FRA,DF,Auxerre,24-213,2000,5.9,2,0,0,4,16,0,36,15,14,0,0,0,25,7,7,50.0,Matchs
Jota,pt POR,AT,MT,Rennes,25-282,1999,3.7,0,0,0,3,2,3,16,3,2,0,0,0,11,1,1,50.0,Matchs
Antoine Joujou,fr FRA,MT,AT,Le Havre,21-300,2003,4.4,1,0,0,2,2,0,12,5,5,0,0,0,20,2,10,16.7,Matchs
Jubal,br BRA,DF,Auxerre,31-130,1993,13.4,4,0,0,9,6,0,0,9,19,0,2,0,38,32,15,68.1,Matchs
Hamed Junior Traorè,ci CIV,MT,Auxerre,24-325,2000,12.1,3,0,0,16,25,6,30,4,11,1,0,0,61,5,9,35.7,Matchs
Yaya Kader Fofana,ml MLI,MT,AT,Reims,20-208,2004,7.0,4,0,0,16,7,0,6,3,11,0,0,0,33,4,10,28.6,Matchs
Tino Kadewere,zw ZIM,MT,AT,Nantes,29-001,1996,5.3,1,0,0,5,2,2,2,5,7,0,0,0,28,13,12,52.0,Matchs
Arnaud Kalimuendo,fr FRA,AT,Rennes,22-352,2002,13.1,2,0,0,11,16,7,6,2,5,0,0,0,20,12,29,29.3,Matchs
Waren Kamanzi,no NOR,DF,MT,Toulouse,24-056,2000,7.6,1,0,0,10,5,1,12,5,12,0,0,0,39,5,0,100.0,Matchs
Glen Kamara,fi FIN,MT,Rennes,29-070,1995,7.4,0,0,0,7,4,0,0,7,11,0,0,0,42,2,6,25.0,Matchs
Nordine Kandil,fr FRA,MT,Strasbourg,23-067,2001,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,50.0,Matchs
Lee Kang-in,kr KOR,AT,MT,Paris S-G,23-322,2001,10.1,1,0,0,13,11,1,60,1,10,0,0,0,34,2,5,28.6,Matchs
Yassine Kechta,ma MAR,MT,AT,Le Havre,22-316,2002,11.4,2,0,0,14,21,2,8,12,19,0,0,0,61,4,14,22.2,Matchs
Thilo Kehrer,de GER,DF,Monaco,28-107,1996,13.0,0,0,0,7,13,1,1,14,19,0,0,0,69,32,16,66.7,Matchs
Reda Khadra,de GER,MT,AT,Reims,23-186,2001,0.9,0,0,0,0,3,0,3,0,1,0,0,0,7,0,0,,Matchs
Wahbi Khazri,tn TUN,AT,MT,Montpellier,33-333,1991,7.5,2,0,0,13,18,1,34,4,11,0,0,0,25,3,14,17.6,Matchs
Abdukodir Khusanov,uz UZB,DF,Lens,20-312,2004,10.8,2,1,0,13,3,0,5,26,11,0,1,0,50,27,12,69.2,Matchs
Joshua King,no NOR,AT,MT,Toulouse,32-357,1992,10.0,2,0,0,20,12,4,7,2,6,1,0,0,37,24,37,39.3,Matchs
Cédric Kipré,ci CIV,DF,Reims,28-028,1996,10.8,2,0,0,9,4,0,3,15,15,0,0,0,35,18,12,60.0,Matchs
Hervé Koffi,bf BFA,GB,Lens,28-082,1996,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matchs
Philipp Köhn,ch SUI,GB,Monaco,26-279,1998,9.0,1,0,0,0,1,0,0,0,0,0,0,0,17,1,0,100.0,Matchs
Randal Kolo Muani,fr FRA,AT,Paris S-G,26-032,1998,4.0,0,0,0,7,7,2,0,0,4,1,0,0,8,9,3,75.0,Matchs
Geoffrey Kondogbia,cf CTA,DF,MT,Marseille,31-326,1993,12.2,1,0,0,8,7,0,1,11,20,0,0,0,51,9,7,56.3,Matchs

Abdoul Koné,fr FRA,DF,Reims,19-259,2005,1.2,0,0,0,2,2,0,0,1,3,0,0,0,7,1,0,100.0,Matchs
Amadou Koné,ml MLI,MT,Reims,19-237,2005,5.9,1,1,0,7,22,0,0,8,15,0,0,0,32,5,7,41.7,Matchs
Ismaël Koné,ca CAN,MT,AT,Marseille,22-214,2002,4.0,0,0,0,4,11,1,3,4,4,0,0,0,14,2,5,28.6,Matchs
Emmanuel Koum Mbondo,fr FRA,DF,Marseille,18-336,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matchs
Boubakar Kouyaté,ml MLI,DF,Montpellier,27-266,1997,1.2,1,0,0,3,1,0,0,3,1,0,0,0,4,3,1,75.0,Matchs
Sael Kumbedi,fr FRA,DF,Lyon,19-286,2005,2.0,0,0,0,3,2,0,5,4,2,0,0,0,9,0,1,0.0,Matchs
Daler Kuzyaev,ru RUS,MT,Le Havre,31-357,1993,6.3,1,0,0,8,3,0,6,9,8,0,0,0,27,7,4,63.6,Matchs
Rémy Labeau Lascary,gp GLP,AT,MT,Lens,21-309,2003,7.1,5,0,0,23,9,10,19,1,10,0,0,0,21,6,7,46.2,Matchs
Gaëtan Laborde,fr FRA,AT,Nice,30-248,1994,5.1,0,0,0,5,2,3,12,3,5,0,0,0,12,10,9,52.6,Matchs
Alexandre Lacazette,fr FRA,AT,Lyon,33-223,1991,11.5,2,0,0,19,16,7,12,3,3,0,0,0,14,12,14,46.2,Matchs
Alban Lafont,fr FRA,GB,Nantes,25-349,1999,12.0,1,0,0,0,0,0,0,0,1,0,0,0,11,5,0,100.0,Matchs
Kenny Lala,mg MAD,DF,Brest,33-095,1991,12.8,2,0,0,8,6,0,53,11,23,0,0,0,73,2,6,25.0,Matchs
Mohamed Lamine Bayo,gn GUI,AT,MT,Lille,26-216,1998,2.4,1,0,0,6,1,0,0,0,0,0,0,0,5,4,4,50.0,Matchs
Gautier Larsonneur,fr FRA,GB,Saint-Étienne,27-318,1997,16.0,3,0,0,0,6,0,0,0,0,0,0,0,19,3,2,60.0,Matchs
Julien Le Cardinal,fr FRA,DF,Brest,27-156,1997,8.8,2,0,0,9,6,0,2,24,9,0,1,1,27,15,9,62.5,Matchs
Jérémy Le Douaron,fr FRA,AT,Brest,26-260,1998,1.1,0,0,0,2,0,2,0,0,0,0,0,0,2,3,2,60.0,Matchs
Benjamin Lecomte,fr FRA,GB,Montpellier,33-255,1991,13.0,0,0,0,0,1,0,0,0,0,0,0,0,16,1,0,100.0,Matchs
Pierre Lees-Melou,fr FRA,MT,Brest,31-226,1993,3.9,2,0,0,10,4,0,6,4,7,0,0,0,40,1,1,50.0,Matchs
Jordan Lefort,fr FRA,DF,Angers,31-150,1993,16.0,1,0,0,7,8,0,8,15,18,0,1,0,48,21,12,63.6,Matchs
Félix Lemaréchal,fr FRA,AT,MT,Strasbourg,21-152,2003,3.8,0,0,0,7,2,1,3,5,9,0,0,0,13,0,8,0.0,Matchs
Donovan Léon,gf GUF,GB,Auxerre,32-064,1992,15.0,2,0,0,0,2,0,0,0,0,0,0,0,19,6,1,85.7,Matchs
Esteban Lepaul,fr FRA,AT,MT,Angers,24-263,2000,3.3,0,0,0,3,1,1,6,2,1,0,0,0,8,5,11,31.3,Matchs
Johann Lepenant,fr FRA,MT,Nantes,22-076,2002,10.7,1,0,0,24,14,1,11,10,19,0,0,0,35,9,11,45.0,Matchs
Louis Leroux,fr FRA,MT,AT,Nantes,18-349,2006,0.2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,,Matchs
Pol Lirola,es ESP,DF,Marseille,27-146,1997,4.0,0,1,0,6,5,0,6,0,5,0,0,0,11,2,4,33.3,Matchs

Gautier Lloris,fr FRA,DF,Le Havre,29-172,1995,16.0,3,0,0,12,5,2,2,11,26,0,1,0,57,31,19,62.0,Matchs
Andy Logbo,fr FRA,AT,Le Havre,20-245,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,Matchs
Anthony Lopes,pt POR,GB,Nantes,34-097,1990,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matchs
Jordan Lotomba,ch SUI,MT,DF,Nice,26-099,1998,0.4,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,,Matchs
Tom Louchet,fr FRA,DF,MT,Nice,21-247,2003,5.3,1,0,0,7,6,0,24,6,12,0,0,0,20,8,2,80.0,Matchs
Milos Lukovic,rs SRB,AT,MT,Strasbourg,19-049,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matchs
Othmane Maamma,ma MAR,AT,MT,Montpellier,19-092,2005,0.7,0,0,0,1,3,0,3,0,0,0,0,0,2,0,1,0.0,Matchs
Deiver Machado,co COL,DF,MT,Lens,31-126,1993,6.9,1,1,0,12,3,4,21,5,10,0,0,0,31,9,6,60.0,Matchs
Yvann Macon,fr FRA,DF,Saint-Étienne,26-097,1998,3.2,1,0,0,8,2,0,9,0,3,0,0,0,14,1,5,16.7,Matchs
Eros Maddy,nl NED,DF,Auxerre,23-336,2001,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,Matchs
Soungoutou Magassa,fr FRA,MT,Monaco,21-090,2003,7.3,3,0,0,17,14,0,3,13,14,0,0,0,53,10,14,41.7,Matchs
Hugo Magnetti,fr FRA,MT,Brest,26-221,1998,12.0,2,0,0,11,11,0,6,7,13,0,0,0,54,5,5,50.0,Matchs
Frank Magri,cm CMR,AT,Toulouse,25-124,1999,4.1,1,1,0,4,6,1,2,1,0,0,0,0,4,14,16,46.7,Matchs
Ainsley Maitland-Niles,eng ENG,DF,Lyon,27-130,1997,12.1,0,0,0,5,5,2,25,17,22,0,0,0,52,6,12,33.3,Matchs
Radosław Majecki,pl POL,GB,Monaco,25-051,1999,7.0,1,0,0,0,1,0,0,0,0,0,0,0,7,3,0,100.0,Matchs
Nikola Maksimović,rs SRB,DF,Montpellier,33-042,1991,6.5,2,0,0,3,5,0,0,6,5,0,0,0,14,8,13,38.1,Matchs
Hianga Mananga Mbock,fr FRA,MT,Brest,25-009,1999,0.2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,100.0,Matchs
Steve Mandanda,fr FRA,GB,Rennes,39-284,1985,15.5,0,0,0,0,1,0,0,0,0,0,0,0,24,1,0,100.0,Matchs
Aïssa Mandi,dz ALG,DF,Lille,33-076,1991,10.5,2,0,0,4,7,1,6,7,9,0,0,0,33,6,12,33.3,Matchs
Orel Mangala,be BEL,MT,Lyon,26-294,1998,0.7,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,,Matchs
Sekou Mara,fr FRA,AT,MT,Strasbourg,22-160,2002,6.7,2,0,0,16,12,3,2,3,5,0,0,0,17,15,16,48.4,Matchs
Marquinhos,br BRA,DF,Paris S-G,30-237,1994,11.3,3,0,0,13,4,1,1,7,12,0,1,0,62,20,13,60.6,Matchs
Jonas Martin,fr FRA,MT,Brest,34-272,1990,5.1,2,0,0,7,10,0,3,6,5,0,1,0,28,5,9,35.7,Matchs
Clinton Mata,ao ANG,DF,Lyon,32-060,1992,12.1,2,0,0,15,15,0,27,19,13,0,0,0,57,12,8,60.0,Matchs
Eliot Matazo,be BEL,MT,Monaco,22-326,2002,0.8,0,0,0,0,2,0,0,1,2,0,0,0,7,1,0,100.0,Matchs

Nemanja Matić,rs SRB,MT,Lyon,36-158,1988,11.1,0,0,0,10,4,0,6,9,17,0,0,0,74,8,7,53.3,Matchs
Azor Matusiwa,nl NED,MT,Rennes,26-253,1998,13.2,2,0,0,21,18,0,1,21,22,0,1,0,78,14,9,60.9,Matchs
Neal Maupay,fr FRA,AT,Marseille,28-145,1996,7.4,3,1,1,6,11,1,1,0,3,0,0,0,13,4,11,26.7,Matchs
Christian Mawissa,fr FRA,DF,Monaco,19-263,2005,5.2,0,0,0,2,6,0,2,13,11,0,1,0,24,8,6,57.1,Matchs
Senny Mayulu,fr FRA,MT,DF,Paris S-G,18-234,2006,2.1,0,0,0,9,3,0,3,2,5,0,0,0,5,0,3,0.0,Matchs
Ethan Mbappé,fr FRA,MT,AT,Lille,18-008,2006,0.9,1,0,0,3,0,0,0,0,0,0,0,0,4,1,1,50.0,Matchs
Ibrahim Mbaye,fr FRA,AT,MT,Paris S-G,16-348,2008,1.0,0,0,0,2,1,0,1,0,0,0,0,0,6,0,1,0.0,Matchs
Mark McKenzie,us USA,DF,Toulouse,25-316,1999,13.7,1,0,0,14,7,0,0,11,14,0,1,0,69,17,15,53.1,Matchs
Facundo Medina,ar ARG,DF,MT,Lens,25-223,1999,13.7,4,0,0,12,13,0,8,18,19,0,1,0,85,16,9,64.0,Matchs
Henrik Meister,dk DEN,AT,Rennes,21-050,2003,0.7,0,0,0,3,1,0,0,1,0,0,0,0,7,2,3,40.0,Matchs
Bamo Meïté,ci CIV,DF,MT,Marseille,23-034,2001,0.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,Matchs
Mohamed Meité,fr FRA,AT,Rennes,17-087,2007,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0,Matchs
Farid El Melali,dz ALG,AT,Angers,27-246,1997,11.4,1,0,0,11,25,4,38,8,8,2,0,0,54,4,11,26.7,Matchs
Nuno Mendes,pt POR,DF,Paris S-G,22-201,2002,7.0,1,0,0,4,11,1,23,5,9,0,1,0,41,5,3,62.5,Matchs
Antoine Mendy,fr FRA,DF,Nice,20-224,2004,5.5,1,0,0,5,7,0,7,5,15,0,0,0,34,9,8,52.9,Matchs
Nampalys Mendy,sn SEN,MT,Lens,32-197,1992,1.2,0,0,0,1,3,0,0,1,2,0,0,0,5,0,1,0.0,Matchs
Gideon Mensah,gh GHA,DF,Auxerre,26-172,1998,10.3,2,0,0,15,12,1,35,24,17,0,1,0,67,9,12,42.9,Matchs
Quentin Merlin,fr FRA,DF,MT,Marseille,22-235,2002,7.0,1,0,0,7,9,0,25,7,6,0,0,0,25,4,8,33.3,Matchs
Rafik Messali,fr FRA,MT,Toulouse,21-253,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matchs
Thomas Meunier,be BEL,DF,Lille,33-116,1991,7.0,2,0,0,8,1,1,17,12,11,0,0,0,26,12,10,54.5,Matchs
Georges Mikautadze,ge GEO,AT,Lyon,24-067,2000,6.6,1,0,0,2,12,2,5,2,4,1,0,0,23,8,20,28.6,Matchs
Igor Miladinović,rs SRB,AT,Saint-Étienne,21-212,2003,0.2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,100.0,Matchs
Takumi Minamino,jp JPN,MT,AT,Monaco,29-356,1995,10.7,1,0,0,10,10,6,7,4,6,0,0,0,45,10,17,37.0,Matchs
Lucas Mincarelli,fr FRA,DF,Montpellier,21-001,2004,2.8,0,0,0,4,5,0,12,1,4,0,0,0,9,3,2,60.0,Matchs
Mostafa Mohamed,eg EGY,AT,Nantes,27-039,1997,5.7,1,0,0,11,3,2,2,2,5,1,0,0,22,22,15,59.5,Matchs

Florent Mollet,fr FRA,MT,AT,Nantes,33-048,1991,1.8,0,0,0,2,3,0,12,1,1,0,0,0,8,1,4,20.0,Matchs
Diego Moreira,pt POR,DF,MT,Strasbourg,20-153,2004,14.1,3,0,0,15,22,1,39,14,14,0,1,0,78,17,19,47.2,Matchs
Gabriel Moscardo,br BRA,MT,Reims,19-100,2005,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matchs
Yael Mouanga,fr FRA,DF,Montpellier,19-167,2005,1.0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,3,57.1,Matchs
Aimen Moueffek,fr FRA,MT,Saint-Étienne,23-272,2001,5.5,0,0,0,10,2,2,0,2,6,0,0,0,31,7,8,46.7,Matchs
Youssoufa Moukoko,de GER,AT,MT,Nice,20-047,2004,2.1,0,0,0,1,3,4,1,0,0,0,0,0,11,2,0,100.0,Matchs
Louis Mouton,fr FRA,MT,Saint-Étienne,22-217,2002,7.0,1,0,0,12,4,0,12,8,9,0,0,0,38,3,7,30.0,Matchs
Ngal'Ayel Mukau,cd COD,MT,Lille,20-037,2004,6.9,4,0,0,12,6,0,1,12,11,0,0,0,36,10,10,50.0,Matchs
Marshall Munetsi,zw ZIM,MT,Reims,28-198,1996,14.8,3,0,0,24,25,1,8,15,13,0,0,0,50,32,36,47.1,Matchs
Junior Mwanga,fr FRA,MT,Strasbourg,21-240,2003,3.3,0,0,0,6,1,0,0,2,9,0,0,0,16,2,0,100.0,Matchs
Djylian N'Guessan,fr FRA,AT,Saint-Étienne,16-129,2008,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matchs
Mickael Nade,fr FRA,DF,Saint-Étienne,25-308,1999,7.6,1,0,0,5,13,0,1,13,16,1,0,0,34,8,2,80.0,Matchs
Bilal Nadir,fr FRA,MT,Marseille,21-039,2003,0.7,1,0,0,2,4,0,0,0,0,0,0,0,4,2,0,100.0,Matchs
Mahamadou Nagida,cm CMR,DF,Rennes,19-192,2005,3.6,1,0,0,5,8,0,20,8,5,0,0,0,29,4,6,40.0,Matchs
Keito Nakamura,jp JPN,AT,Reims,24-162,2000,13.8,2,0,0,16,4,6,28,8,10,0,0,0,67,3,9,25.0,Matchs
Sebastian Nanasi,se SWE,AT,MT,Strasbourg,22-235,2002,12.8,0,0,0,7,14,0,35,4,8,0,0,0,53,2,7,22.2,Matchs
Yael Nandjou,fr FRA,DF,Nice,19-184,2005,1.7,0,0,0,6,2,0,4,4,1,0,1,0,8,3,1,75.0,Matchs
Youssouf Ndayishimiye,bi BDI,DF,MT,Nice,26-071,1998,7.5,1,0,0,4,7,0,2,8,7,1,0,0,42,9,9,50.0,Matchs
Junior Ndiaye,fr FRA,AT,MT,Montpellier,19-283,2005,0.8,0,0,0,1,1,0,0,0,0,0,0,0,1,1,9,10.0,Matchs
Rassoul Ndiaye,sn SEN,MT,Le Havre,23-026,2001,7.0,1,0,0,9,6,1,14,6,13,0,0,0,43,5,10,33.3,Matchs
Tanguy Ndombele,fr FRA,MT,Nice,28-009,1996,10.5,1,0,0,9,21,0,2,11,20,0,0,0,56,3,6,33.3,Matchs
Loïc Nego,hu HUN,DF,AT,Le Havre,33-357,1991,9.7,1,0,0,10,11,5,30,15,13,0,0,0,52,7,3,70.0,Matchs
João Neves,pt POR,MT,Paris S-G,20-101,2004,12.1,0,0,0,9,20,2,12,8,26,0,0,0,76,13,8,61.9,Matchs
Mikayil Ngor Faye,sn SEN,DF,Rennes,20-176,2004,6.4,1,1,0,10,5,0,1,9,8,0,1,0,37,8,6,57.1,Matchs
Steve Ngoura,fr FRA,AT,Le Havre,19-319,2005,3.2,0,0,0,5,1,2,2,0,2,0,0,0,7,5,6,45.5,Matchs

Moussa Niakhate,sn SEN,DF,Lyon,28-304,1996,12.3,0,0,0,14,5,1,1,8,15,0,0,0,46,13,10,56.5,Matchs
Abdoulaye Niakhate Ndiaye,sn SEN,DF,Brest,22-271,2002,5.6,2,0,0,5,7,0,1,5,7,0,1,0,19,17,15,53.1,Matchs
Ibrahima Niane,sn SEN,AT,Angers,25-301,1999,7.6,0,0,0,11,16,6,2,2,3,1,0,0,25,15,23,39.5,Matchs
Rasmus Nicolaisen,dk DEN,DF,Toulouse,27-296,1997,6.9,0,0,0,4,8,0,0,10,3,0,0,1,29,21,9,70.0,Matchs
Arnaud Nordin,fr FRA,AT,Montpellier,26-203,1998,12.2,2,0,0,12,37,1,35,5,14,0,0,0,41,11,18,37.9,Matchs
Ernest Nuamah,gh GHA,AT,MT,Lyon,21-066,2003,4.6,1,0,0,7,5,2,14,3,4,0,0,0,35,5,4,55.6,Matchs
Rabby Nzingoula,cg CGO,MT,Montpellier,19-042,2005,9.0,6,0,0,17,27,1,7,18,17,0,0,0,41,11,11,50.0,Matchs
M'Bala Nzola,ao ANG,AT,Lens,28-141,1996,9.4,3,0,0,16,9,13,1,2,2,0,0,0,16,23,16,59.0,Matchs
Marwann Nzuzi,fr FRA,DF,Saint-Étienne,20-235,2004,1.4,2,0,0,2,1,0,1,2,2,0,0,0,3,2,1,66.7,Matchs
Hamzat Ojediran,ng NGA,MT,AT,Lens,21-053,2003,3.3,2,0,0,13,2,0,2,9,11,0,0,0,19,6,7,46.2,Matchs
Joseph Okumu,ke KEN,DF,Reims,27-225,1997,6.4,2,0,0,5,6,0,2,11,8,0,1,0,28,11,6,64.7,Matchs
Ben Old,nz NZL,MT,AT,Saint-Étienne,22-146,2002,4.2,0,0,0,3,7,0,13,1,4,0,0,0,14,0,3,0.0,Matchs
Warmed Omari,km COM,DF,Lyon,24-258,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matchs
Becir Omeragic,ch SUI,DF,Montpellier,22-352,2002,9.3,1,0,0,5,7,0,4,5,6,0,0,1,35,7,15,31.8,Matchs
Ado Onaiwu,jp JPN,MT,AT,Auxerre,29-059,1995,5.7,0,1,0,5,8,1,5,1,4,0,0,0,26,16,14,53.3,Matchs
Christopher Operi,ci CIV,DF,AT,Le Havre,27-252,1997,13.0,2,1,1,9,16,3,128,14,9,0,0,0,51,11,6,64.7,Matchs
Victor Orakpo,ng NGA,AT,Nice,18-206,2006,0.4,0,0,0,0,2,1,0,0,0,0,0,0,3,1,4,20.0,Matchs
Gift Orban,ng NGA,AT,DF,Lyon,22-173,2002,2.1,1,0,0,5,1,4,1,0,0,0,0,0,5,1,4,20.0,Matchs
Gabriel Osho,ng NGA,DF,Auxerre,26-145,1998,11.1,1,0,0,8,10,0,2,11,8,0,0,0,40,10,6,62.5,Matchs
Jibril Othman,tn TUN,AT,Saint-Étienne,20-255,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matchs
Guimissongui Ouattara,fr FRA,AT,MT,Strasbourg,19-076,2005,0.8,0,0,0,0,0,0,1,1,1,0,0,0,5,1,1,50.0,Matchs
Kassoum Ouattara,fr FRA,DF,AT,Monaco,20-084,2004,3.0,2,0,0,8,2,0,9,4,6,0,0,0,22,2,7,22.2,Matchs
Zinédine Ould Khaled,fr FRA,MT,Angers,24-358,2000,0.6,1,0,0,3,1,0,0,0,1,0,0,0,2,1,1,50.0,Matchs
Beres Owusu,fr FRA,DF,Saint-Étienne,21-109,2003,1.0,0,0,0,1,1,0,1,0,2,0,0,0,2,2,0,100.0,Matchs
Elisha Owusu,gh GHA,MT,Auxerre,27-060,1997,14.4,4,0,0,31,14,0,6,24,27,0,1,1,95,11,11,50.0,Matchs

Willian Pacho,ec ECU,DF,Paris S-G,23-082,2001,13.3,2,0,0,11,3,0,0,25,19,0,0,0,70,19,16,54.3,Matchs
Nicolas Pallois,fr FRA,DF,Nantes,37-109,1987,9.0,4,0,0,9,3,0,3,12,9,0,0,1,35,13,6,68.4,Matchs
Kévin Pedro,fr FRA,DF,Saint-Étienne,18-320,2006,0.1,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,,Matchs
Théo Pellenard,fr FRA,DF,Auxerre,30-308,1994,0.5,0,0,0,4,1,0,2,0,2,0,0,0,0,0,0,,Matchs
Timothee Pembele,fr FRA,DF,Le Havre,22-119,2002,7.5,1,0,0,6,5,0,23,5,9,0,0,0,29,6,7,46.2,Matchs
Faris Pemi Moumbagna,cm CMR,AT,Marseille,24-189,2000,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matchs
Óscar Perea,co COL,MT,Strasbourg,19-101,2005,0.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,Matchs
Mathias Pereira Lage,pt POR,AT,MT,Brest,28-037,1996,5.8,2,0,0,12,11,1,23,6,8,0,1,0,25,14,16,46.7,Matchs
Lucas Perri,br BRA,GB,Lyon,27-027,1997,16.0,1,0,0,1,2,0,0,0,1,0,0,0,20,8,0,100.0,Matchs
Gaëtan Perrin,fr FRA,MT,AT,Auxerre,28-213,1996,12.2,1,0,0,7,4,2,62,6,15,0,0,0,49,2,6,25.0,Matchs
Léo Pétrot,fr FRA,DF,Saint-Étienne,27-266,1997,11.5,3,0,0,9,12,1,16,19,23,0,2,0,47,12,14,46.2,Matchs
Đorđe Petrović,rs SRB,GB,Strasbourg,25-090,1999,13.0,1,0,0,0,1,0,0,0,0,0,0,0,23,0,0,,Matchs
Tom Pouilly,fr FRA,DF,Lens,21-202,2003,0.5,1,0,0,2,0,0,0,1,2,0,0,0,3,0,0,,Matchs
Adrien Rabiot,fr FRA,MT,Marseille,29-278,1995,9.6,2,0,0,25,9,2,12,10,15,0,0,0,54,13,10,56.5,Matchs
Gonçalo Ramos,pt POR,AT,Paris S-G,23-200,2001,2.1,0,0,0,0,2,3,0,0,3,0,0,0,1,8,3,72.7,Matchs
